"","Interaction_Estimate","SD","lower","upper","Rhat","Significance","BPV.dom","BPV.sub","Chat.dom","Chat.sub","Species_Pair"
"a5",-0.0301723971705983,0.121562683643746,-0.285847219658687,0.194387800615791,1.00009532042312,"Non-Significant",0.193966666666667,0.3051,1.04863010419096,1.04223397991487,"SUB-Catopuma_temminckii~DOM-Neofelis_genus"
