"","Interaction_Estimate","SD","lower","upper","Rhat","Significance","BPV.dom","BPV.sub","Chat.dom","Chat.sub","Species_Pair"
"a5",0.142596447448128,0.0778289175078899,-0.00738074218136243,0.301701335412321,1.00042355204999,"Non-Significant",0.385466666666667,0.184533333333333,1.09488979309935,1.00969491295592,"SUB-Panthera_pardus~DOM-Viverra_zibetha"
