"X","Interaction_Estimate","SD","lower","upper","Rhat","Significance","BPV.dom","BPV.sub","Chat.dom","Chat.sub","Species_Pair"
"a5",0.138676222983029,0.0379257329910839,0.0620730637589913,0.211006235931867,1.00050394937696,"Significant",0.3931,0.198133333333333,1.04162505256283,1.00923915964468,"SUB-Neofelis_genus~DOM-Viverra_zibetha"
