"","Interaction_Estimate","SD","lower","upper","Rhat","Significance","BPV.dom","BPV.sub","Chat.dom","Chat.sub","Species_Pair"
"a5",0.0992630660756833,0.0924679029378469,-0.0897157180268911,0.273418817087184,0.99996625675959,"Non-Significant",0.2764,0.315333333333333,1.02859047530976,1.06730173234259,"SUB-Cuon_alpinus~DOM-Viverricula_indica"
