"","Interaction_Estimate","SD","lower","upper","Rhat","Significance","BPV.dom","BPV.sub","Chat.dom","Chat.sub","Species_Pair"
"a5",-0.0486744568656434,0.0434018335302459,-0.143004979429387,0.0251680511721844,0.999992147243889,"Non-Significant",0.471,0.3676,1.01357479965529,1.00133812288667,"SUB-Panthera_tigris~DOM-Tragulus_genus"
