"","Interaction_Estimate","SD","lower","upper","Rhat","Significance","BPV.dom","BPV.sub","Chat.dom","Chat.sub","Species_Pair"
"a5",-0.00506975000324308,0.00893196482738708,-0.0238280795645148,0.0125647607375441,1.00978764906339,"Non-Significant",0.0179666666666667,0.196933333333333,1.04243473069539,1.07467964574786,"SUB-Neofelis_genus~DOM-Ursus_thibetanus"
