"","Interaction_Estimate","SD","lower","upper","Rhat","Significance","BPV.dom","BPV.sub","Chat.dom","Chat.sub","Species_Pair"
"a5",0.901150126739693,0.112974903926466,0.684189541014404,1.13059468782081,1.00043525284481,"Significant",0.271533333333333,0.0292333333333333,1.07911894175828,1.03661068713908,"SUB-Martes_flavigula~DOM-Cuon_alpinus"
