"","Interaction_Estimate","SD","lower","upper","Rhat","Significance","BPV.dom","BPV.sub","Chat.dom","Chat.sub","Species_Pair"
"a5",-0.180810674830531,0.306195497430506,-0.90921040935698,0.292266171812734,1.00010189682806,"Non-Significant",0.2123,0.3869,1.0243212572886,1.0822873113103,"SUB-Pardofelis_marmorata~DOM-Panthera_pardus"
