"","Interaction_Estimate","SD","lower","upper","Rhat","Significance","BPV.dom","BPV.sub","Chat.dom","Chat.sub","Species_Pair"
"a5",0.676497433802124,0.0794204837988209,0.526180903584469,0.836919314315679,1.00095578337946,"Significant",0.177666666666667,0.235766666666667,1.04769386649669,1.04388365041178,"SUB-Arctictis_binturong~DOM-Neofelis_genus"
