"","Interaction_Estimate","SD","lower","upper","Rhat","Significance","BPV.dom","BPV.sub","Chat.dom","Chat.sub","Species_Pair"
"a5",0.54289430372912,0.0294177457387227,0.486615017547204,0.601632987539023,1.00227374960057,"Significant",0.0903,0.283766666666667,1.00684469858083,1.06549175850306,"SUB-Macaca_nemestrina~DOM-Neofelis_genus"
