"","Interaction_Estimate","SD","lower","upper","Rhat","Significance","BPV.dom","BPV.sub","Chat.dom","Chat.sub","Species_Pair"
"a5",-0.0417793009963856,0.0794776937690369,-0.20770333639835,0.10490762268749,1.00007220285756,"Non-Significant",0.2291,0.3463,1.02193254549034,1.02247323103924,"SUB-Cuon_alpinus~DOM-Atherurus_macrourus"
