"","Interaction_Estimate","SD","lower","upper","Rhat","Significance","BPV.dom","BPV.sub","Chat.dom","Chat.sub","Species_Pair"
"a5",0.94371742571302,0.071383040573714,0.806654460391202,1.08373101873034,1.00230761682804,"Significant",0.166733333333333,0.564,0.996094632331647,1.04606944898816,"SUB-Hemigalus_derbyanus~DOM-Neofelis_genus"
