"cell_id_3km","survey_id","Landscape","source","cams_included_count","year","Avg_altitude_3km","Avg_human_footprint_3km","Avg_FLLI_3km"
"P_Malaysia_MPFR_33_2017_a","Pasoh_FR_2017_a_Onuma","P_Malaysia_Pasoh_FR","Onuma",1,"2017",332.700836181641,4.72413793103448,5.117375
"P_Malaysia_MPFR_19_2017_a","Pasoh_FR_2017_a_Onuma","P_Malaysia_Pasoh_FR","Onuma",1,"2017",251.878158569336,5.93103448275862,4.4371559139785
"P_Malaysia_MPFR_26_2017_a","Pasoh_FR_2017_a_Onuma","P_Malaysia_Pasoh_FR","Onuma",2,"2017",252.318389892578,5.58189655172414,4.21847748201077
"P_Malaysia_MPFR_16_2017_a","Pasoh_FR_2017_a_Onuma","P_Malaysia_Pasoh_FR","Onuma",1,"2017",109.893974304199,8.89655172413793,2.526296875
"P_Malaysia_MPFR_15_2017_a","Pasoh_FR_2017_a_Onuma","P_Malaysia_Pasoh_FR","Onuma",1,"2017",118.050201416016,9.71428571428571,2.42133088235294
"P_Malaysia_MPFR_72_2017_a","Pasoh_FR_2017_a_Onuma","P_Malaysia_Pasoh_FR","Onuma",1,"2017",237.396728515625,11.3333333333333,4.82866494845361
"P_Malaysia_MPFR_58_2017_a","Pasoh_FR_2017_a_Onuma","P_Malaysia_Pasoh_FR","Onuma",1,"2017",266.651519775391,7.5,4.84954416961131
"P_Malaysia_MPFR_65_2017_a","Pasoh_FR_2017_a_Onuma","P_Malaysia_Pasoh_FR","Onuma",1,"2017",267.529998779297,6.82758620689655,4.73602281368821
"P_Malaysia_MPFR_51_2017_a","Pasoh_FR_2017_a_Onuma","P_Malaysia_Pasoh_FR","Onuma",1,"2017",219.883026123047,6.17857142857143,4.61021568627451
"P_Malaysia_MPFR_85_2017_a","Pasoh_FR_2017_a_Onuma","P_Malaysia_Pasoh_FR","Onuma",1,"2017",227.940185546875,12.2413793103448,3.25458757062147
"P_Malaysia_MPFR_71_2017_a","Pasoh_FR_2017_a_Onuma","P_Malaysia_Pasoh_FR","Onuma",1,"2017",259.420806884766,9.39285714285714,3.77657142857143
"P_Malaysia_MPFR_57_2017_a","Pasoh_FR_2017_a_Onuma","P_Malaysia_Pasoh_FR","Onuma",1,"2017",253.904739379883,7.6551724137931,4.44002325581395
"P_Malaysia_MPFR_29_2017_a","Pasoh_FR_2017_a_Onuma","P_Malaysia_Pasoh_FR","Onuma",1,"2017",120.43586730957,9.42857142857143,2.79005384615385
"P_Malaysia_MPFR_78_2017_a","Pasoh_FR_2017_a_Onuma","P_Malaysia_Pasoh_FR","Onuma",1,"2017",194.016983032227,12.3103448275862,2.69644680851064
"P_Malaysia_MPFR_64_2017_a","Pasoh_FR_2017_a_Onuma","P_Malaysia_Pasoh_FR","Onuma",1,"2017",218.202423095703,10.2068965517241,3.2810987654321
"Sarawak_KFMU_47_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",4,"2017",354.985809326172,2,5.88124137981686
"Sarawak_KFMU_12_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",3,"2017",347.531168619792,2,4.8585772678753
"Sarawak_KFMU_21_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2017",359.244873046875,2,5.50020253164557
"Sarawak_KFMU_17_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",3,"2017",363.411814371745,2,5.28371908514345
"Sarawak_KFMU_8_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",2,"2017",329.319046020508,2,4.68360279722414
"Sarawak_KFMU_11_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",3,"2017",344.308603922526,2,5.50568681318066
"Sarawak_KFMU_27_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",2,"2017",406.023864746094,2,5.20064069720715
"Sarawak_KFMU_31_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",2,"2017",376.43928527832,2,5.197
"Sarawak_KFMU_46_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2017",406.313598632812,2,6.24049050632911
"Sarawak_KFMU_41_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2017",410.517883300781,2,5.72544694533762
"Sarawak_KFMU_22_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",3,"2017",409.513946533203,2,4.62594133942654
"Sarawak_KFMU_16_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2017",356.568328857422,2,5.93316560509554
"Sarawak_KFMU_26_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2017",372.753631591797,2,6.29451111111111
"Sarawak_KFMU_25_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2017",381.698547363281,2,4.41946325878594
"Sarawak_KFMU_45_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2017",283.1181640625,2,3.06726666666667
"Sarawak_KFMU_40_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",3,"2017",290.359639485677,2,2.18367429406037
"Sarawak_KFMU_33_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2017",306.683227539062,2,2.43650158730159
"Sarawak_KFMU_35_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",2,"2017",318.583923339844,2,3.53998670661973
"Sarawak_KFMU_30_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",3,"2017",341.354085286458,2,3.30169011965363
"Sarawak_KFMU_34_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",2,"2017",302.538604736328,2,2.27107067510549
"Sarawak_KFMU_29_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2017",333.1982421875,2,2.81605431309904
"Sarawak_KFMU_14_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",2,"2017",435.092758178711,2.74137931034483,4.73798150649036
"Sarawak_KFMU_19_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",3,"2017",375.647064208985,2.40804597701149,3.71853116682779
"Sarawak_KFMU_20_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",3,"2017",406.730875651042,2.08045977011494,4.54595801280747
"Sarawak_KFMU_24_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",2,"2017",361.797378540039,2,3.40151318396894
"Sarawak_KFMU_50_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2017",249.87353515625,2,1.4789746835443
"Sarawak_KFMU_15_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2017",436.589141845703,2.24137931034483,5.62658280254777
"Sarawak_KFMU_39_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2017",295.827728271484,2,2.40833227848101
"Sarawak_KFMU_10_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2017",455.861053466797,2.72413793103448,5.40915555555556
"Sarawak_KFMU_13_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",4,"2017",366.263175964356,2.30749966229492,3.884148531321
"Sarawak_KFMU_18_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",2,"2017",348.11474609375,2,3.91379298973732
"Sarawak_KFMU_44_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2017",287.053405761719,2,1.64231847133758
"Sarawak_KFMU_42_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",3,"2017",364.137715657552,2,5.21975500630876
"Sarawak_KFMU_28_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",4,"2017",364.857635498047,2,3.61910307329928
"Sarawak_KFMU_52_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",2,"2017",298.685211181641,2,6.20623579289011
"Sarawak_KFMU_37_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2017",400.002960205078,2,5.26120063694268
"Sarawak_KFMU_48_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2017",319.505340576172,2,4.12067823343849
"Sarawak_KFMU_51_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2017",406.67138671875,2,7.17685126582278
"Sarawak_KFMU_32_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2017",410.058441162109,2,4.89553184713376
"Sarawak_KFMU_43_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2017",305.855926513672,2,3.46655873015873
"Sarawak_KFMU_23_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",2,"2017",336.454177856445,2,3.11924936707589
"Sarawak_KFMU_38_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2017",346.918762207031,2,3.43934083601286
"Sarawak_KFMU_53_2017_b","Kapit_FMU_2017_b_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",2,"2017",263.739067077636,2,4.52990500803809
"Sarawak_KFMU_47_2018_a","Kapit_FMU_2018_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",2,"2018",347.497100830078,2,5.8895267390089
"Sarawak_KFMU_21_2018_a","Kapit_FMU_2018_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2018",359.244873046875,2,5.50020253164557
"Sarawak_KFMU_17_2018_a","Kapit_FMU_2018_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",4,"2018",371.749450683594,2,5.24428637516573
"Sarawak_KFMU_8_2018_a","Kapit_FMU_2018_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2018",328.927154541016,2,4.75799356913183
"Sarawak_KFMU_11_2018_a","Kapit_FMU_2018_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",3,"2018",342.820434570313,2,5.52259188034188
"Sarawak_KFMU_27_2018_a","Kapit_FMU_2018_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",4,"2018",414.194862365723,2,5.15536910840339
"Sarawak_KFMU_12_2018_a","Kapit_FMU_2018_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",2,"2018",343.077438354492,2,4.81219657439164
"Sarawak_KFMU_31_2018_a","Kapit_FMU_2018_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",3,"2018",376.592193603515,2,5.23323657546705
"Sarawak_KFMU_46_2018_a","Kapit_FMU_2018_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",2,"2018",444.934814453125,2,6.74684300957481
"Sarawak_KFMU_41_2018_a","Kapit_FMU_2018_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",2,"2018",412.789199829102,2,5.88630334487329
"Sarawak_KFMU_22_2018_a","Kapit_FMU_2018_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",2,"2018",404.935729980469,2,4.62344681926639
"Sarawak_KFMU_51_2018_a","Kapit_FMU_2018_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",3,"2018",356.897318522135,2,6.6074192060122
"Sarawak_KFMU_57_2018_a","Kapit_FMU_2018_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2018",331.533630371094,2,7.13404416403785
"Sarawak_KFMU_26_2018_a","Kapit_FMU_2018_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2018",393.702514648438,2,6.01634394904459
"Sarawak_KFMU_25_2018_a","Kapit_FMU_2018_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2018",381.698547363281,2,4.41946325878594
"Sarawak_KFMU_45_2018_a","Kapit_FMU_2018_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",2,"2018",281.276199340821,2,2.99399295478444
"Sarawak_KFMU_40_2018_a","Kapit_FMU_2018_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",4,"2018",284.982040405273,2,1.85798221965271
"Sarawak_KFMU_33_2018_a","Kapit_FMU_2018_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",3,"2018",326.251871744792,2,2.87481389607854
"Sarawak_KFMU_35_2018_a","Kapit_FMU_2018_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",2,"2018",318.583923339844,2,3.53998670661973
"Sarawak_KFMU_30_2018_a","Kapit_FMU_2018_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2018",305.933868408203,2,2.55566455696203
"Sarawak_KFMU_34_2018_a","Kapit_FMU_2018_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",3,"2018",303.229278564453,2,2.19932991393708
"Sarawak_KFMU_29_2018_a","Kapit_FMU_2018_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2018",333.1982421875,2,2.81605431309904
"Sarawak_KFMU_14_2018_a","Kapit_FMU_2018_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",2,"2018",435.092758178711,2.74137931034483,4.73798150649036
"Sarawak_KFMU_20_2018_a","Kapit_FMU_2018_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",2,"2018",394.340515136719,2.12068965517242,4.31790062680614
"Sarawak_KFMU_24_2018_a","Kapit_FMU_2018_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",5,"2018",354.562805175781,2,3.23699958193949
"Sarawak_KFMU_50_2018_a","Kapit_FMU_2018_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2018",249.87353515625,2,1.4789746835443
"Sarawak_KFMU_23_2018_a","Kapit_FMU_2018_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",2,"2018",331.791213989258,2,2.86995549334631
"Sarawak_KFMU_44_2018_a","Kapit_FMU_2018_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",2,"2018",278.011245727539,2,1.52942365874572
"Sarawak_KFMU_13_2018_a","Kapit_FMU_2018_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",3,"2018",356.567647298177,2.16266025641026,3.79936067835118
"Sarawak_KFMU_28_2018_a","Kapit_FMU_2018_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",3,"2018",361.647196451823,2,3.57931847472918
"Sarawak_KFMU_37_2018_a","Kapit_FMU_2018_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",2,"2018",404.324234008789,2,5.23300955414013
"Sarawak_KFMU_42_2018_a","Kapit_FMU_2018_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",3,"2018",357.506408691406,2,5.33950882933288
"Sarawak_KFMU_38_2018_a","Kapit_FMU_2018_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2018",367.808013916016,2,3.80757051282051
"Sarawak_KFMU_18_2018_a","Kapit_FMU_2018_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2018",355.575134277344,2,3.59193630573248
"Sarawak_KFMU_52_2018_a","Kapit_FMU_2018_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2018",271.176330566406,2,6.81629968454259
"Sarawak_KFMU_21_2015_a","Kapit_FMU_2015_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2015",368.147766113281,2,5.92303833865815
"Sarawak_KFMU_31_2015_a","Kapit_FMU_2015_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2015",368.352813720703,2,5.65923076923077
"Sarawak_KFMU_50_2015_a","Kapit_FMU_2015_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2015",273.122406005859,2,1.28415873015873
"Sarawak_KFMU_51_2015_a","Kapit_FMU_2015_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2015",406.67138671875,2,7.17685126582278
"Sarawak_KFMU_41_2017_a","Kapit_FMU_2017_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2017",410.517883300781,2,5.72544694533762
"Sarawak_KFMU_22_2017_a","Kapit_FMU_2017_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",2,"2017",398.945159912109,2,4.81655784163061
"Sarawak_KFMU_37_2017_a","Kapit_FMU_2017_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2017",401.407501220703,2,5.31385987261146
"Sarawak_KFMU_47_2017_a","Kapit_FMU_2017_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",2,"2017",362.474517822266,2,5.87295602062481
"Sarawak_KFMU_12_2017_a","Kapit_FMU_2017_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2017",345.620666503906,2,4.88411254019293
"Sarawak_KFMU_17_2017_a","Kapit_FMU_2017_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2017",360.71484375,2,5.33046178343949
"Sarawak_KFMU_16_2017_a","Kapit_FMU_2017_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2017",356.568328857422,2,5.93316560509554
"Sarawak_KFMU_11_2017_a","Kapit_FMU_2017_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2017",340.832794189453,2,5.4315141955836
"Sarawak_KFMU_31_2017_a","Kapit_FMU_2017_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2017",377.487609863281,2,5.18147452229299
"Sarawak_KFMU_27_2017_a","Kapit_FMU_2017_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2017",396.400115966797,2,5.27336075949367
"Sarawak_KFMU_26_2017_a","Kapit_FMU_2017_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2017",372.753631591797,2,6.29451111111111
"Sarawak_KFMU_29_2017_a","Kapit_FMU_2017_a_Jaysilan","Sarawak_Kapit_FMU","Jaysilan",1,"2017",333.1982421875,2,2.81605431309904
