"","Interaction_Estimate","SD","lower","upper","Rhat","Significance","BPV.dom","BPV.sub","Chat.dom","Chat.sub","Species_Pair"
"a5",-1.18452128292566,0.618612103175085,-2.56649147192552,-0.128705307677291,1.00157360202476,"Significant",0.280033333333333,0.347933333333333,1.04593855648468,1.13105226136823,"SUB-Varanus_salvator~DOM-Panthera_pardus"
