"X","Interaction_Estimate","SD","lower","upper","Rhat","Significance","BPV.dom","BPV.sub","Chat.dom","Chat.sub","Species_Pair"
"a5",1.74523422208659,0.265880969503924,1.23347314604768,2.26006633932934,1.11020824749436,"Significant",0.259466666666667,0.207133333333333,1.0961887364933,1.02086589245662,"SUB-Panthera_pardus~DOM-Bos_gaurus"
