"X","Interaction_Estimate","SD","lower","upper","Rhat","Significance","BPV.dom","BPV.sub","Chat.dom","Chat.sub","Species_Pair"
"a5",-1.43145655637217,1.06147573395982,-4.11103631952424,-0.0849507591010905,1.00036979165501,"Significant",0.230366666666667,0.325566666666667,1.02565558807283,1.02983260486284,"SUB-Cuon_alpinus~DOM-Tapirus_indicus"
