"X","Interaction_Estimate","SD","lower","upper","Rhat","Significance","BPV.dom","BPV.sub","Chat.dom","Chat.sub","Species_Pair"
"a5",-0.0791186892904249,0.289125041115187,-0.73887992742454,0.379396858836572,1.00023811672484,"Non-Significant",0.411266666666667,0.2067,1.03901016906015,1.02808363578784,"SUB-Neofelis_genus~DOM-Viverra_megaspila"
