"","Interaction_Estimate","SD","lower","upper","Rhat","Significance","BPV.dom","BPV.sub","Chat.dom","Chat.sub","Species_Pair"
"a5",-0.549185441559294,0.131563834983332,-0.824441923015226,-0.307358609727599,1.00002873271898,"Significant",0.416033333333333,0.2295,1.06097858735672,1.01029002343667,"SUB-Atherurus_macrourus~DOM-Panthera_tigris"
