"X","Interaction_Estimate","SD","lower","upper","Rhat","Significance","BPV.dom","BPV.sub","Chat.dom","Chat.sub","Species_Pair"
"a5",0.167837795202697,0.058385276715068,0.0530961675861989,0.282686902941089,1.00019844150691,"Significant",0.0319333333333333,0.387766666666667,1.01120430079158,1.07341944847823,"SUB-Panthera_tigris~DOM-Martes_flavigula"
