"","Interaction_Estimate","SD","lower","upper","Rhat","Significance","BPV.dom","BPV.sub","Chat.dom","Chat.sub","Species_Pair"
"a5",0.0319270038352505,0.0365221199400413,-0.0400561207785042,0.103387584122131,1.00028105119519,"Non-Significant",0.4156,0.203333333333333,1.04311738409249,1.00356025987912,"SUB-Neofelis_genus~DOM-Macaca_nemestrina"
