"X","Interaction_Estimate","SD","lower","upper","Rhat","Significance","BPV.dom","BPV.sub","Chat.dom","Chat.sub","Species_Pair"
"a5",0.166863833150749,0.0482652270963451,0.0701326270262804,0.259166849472489,1.00005676787722,"Significant",0.3993,0.325733333333333,1.02627259121928,1.00768287874957,"SUB-Cuon_alpinus~DOM-Paradoxurus_hermaphroditus"
