"X","Interaction_Estimate","SD","lower","upper","Rhat","Significance","BPV.dom","BPV.sub","Chat.dom","Chat.sub","Species_Pair"
"a5",0.114187827916976,0.0704877903342646,-0.0326300359899113,0.244332296883814,1.00004311206481,"Non-Significant",0.402033333333333,0.213066666666667,1.03872310790683,1.00759479769116,"SUB-Neofelis_genus~DOM-Paradoxurus_hermaphroditus"
