"X","Interaction_Estimate","SD","lower","upper","Rhat","Significance","BPV.dom","BPV.sub","Chat.dom","Chat.sub","Species_Pair"
"a5",0.0909880386182778,0.0895135097752438,-0.0860233465631089,0.265193037174301,1.00005840524224,"Non-Significant",0.207033333333333,0.5397,0.99711248881713,1.03917165914665,"SUB-Macaca_arctoides~DOM-Neofelis_genus"
