"X","Interaction_Estimate","SD","lower","upper","Rhat","Significance","BPV.dom","BPV.sub","Chat.dom","Chat.sub","Species_Pair"
"a5",0.0690754219153546,0.0200876322450805,0.0286273790478243,0.107777152761918,1.00002493681002,"Significant",0.0125333333333333,0.319166666666667,1.02648531705726,1.03848596607761,"SUB-Cuon_alpinus~DOM-Hystrix_brachyura"
