"X","Interaction_Estimate","SD","lower","upper","Rhat","Significance","BPV.dom","BPV.sub","Chat.dom","Chat.sub","Species_Pair"
"a5",0.133874129738493,0.161970946680547,-0.22162960271925,0.421254817897243,1.00101591995275,"Non-Significant",0.2062,0.407633333333333,1.01164021333033,1.08273163383221,"SUB-Paguma_larvata~DOM-Panthera_pardus"
