"X","Interaction_Estimate","SD","lower","upper","Rhat","Significance","BPV.dom","BPV.sub","Chat.dom","Chat.sub","Species_Pair"
"a5",-0.10021036881931,0.428521296159135,-0.495189273252599,0.549216236281487,16.9930072810535,"Non-Significant",0.351633333333333,0.0228666666666667,1.07181066391666,1.01514661194268,"SUB-Ursus_thibetanus~DOM-Panthera_tigris"
