"X","Interaction_Estimate","SD","lower","upper","Rhat","Significance","BPV.dom","BPV.sub","Chat.dom","Chat.sub","Species_Pair"
"a5",0.752866193827054,0.0645023960922826,0.629575680246337,0.881391290145086,1.00402464428164,"Significant",0.144766666666667,0.334633333333333,1.01493668957402,1.05245722263046,"SUB-Bos_gaurus~DOM-Neofelis_genus"
