"X","Interaction_Estimate","SD","lower","upper","Rhat","Significance","BPV.dom","BPV.sub","Chat.dom","Chat.sub","Species_Pair"
"a5",0.290462115348467,0.140336726043656,0.0250266675772294,0.572944422507933,1.00632355208564,"Significant",0.238466666666667,0.2138,1.03920297534405,1.04519650214214,"SUB-Neofelis_genus~DOM-Arctictis_binturong"
