"X","Interaction_Estimate","SD","lower","upper","Rhat","Significance","BPV.dom","BPV.sub","Chat.dom","Chat.sub","Species_Pair"
"a5",-0.443288410577107,1.52841752307974,-1.74727796769177,1.8255002560118,26.6226247131969,"Non-Significant",0.326933333333333,0.464666666666667,1.00263295901503,1.02555900845126,"SUB-Argusianus_argus~DOM-Cuon_alpinus"
